INPUT:input	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
Что лучше для разработки на Java eclipse или intellij idea?	"{""label"":""Aspect""\,""offset"":14\,""length"":10\,""segment"":""разработки""},{""label"":""Object1""\,""offset"":28\,""length"":12\,""segment"":""Java eclipse""},{""label"":""Object2""\,""offset"":45\,""length"":13\,""segment"":""intellij idea""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0459799dd1994bc3e26	000016521d--63eca42e0dee0e72fb99bcfe	000016521d--63f4f0459799dd1994bc3e26	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:24:37.635
Какова более вероятная причина того, что одна группа подвержена большему риску заболевания, чем другая гены география цвет кожи культура влияние окружающей среды?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":161\,""segment"":""Какова более вероятная причина того\, что одна группа подвержена большему риску заболевания\, чем другая гены география цвет кожи культура влияние окружающей среды""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0459799dd1994bc3e26	000016521d--63eca3ea0dee0e72fb99ba65	000016521d--63f4f0459799dd1994bc3e26	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:24:37.635
Почему цветное видео сжимается лучше, чем черно-белое?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":53\,""segment"":""Почему цветное видео сжимается лучше\, чем черно-белое""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0459799dd1994bc3e26	000016521d--63eca4090dee0e72fb99bb92	000016521d--63f4f0459799dd1994bc3e26	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:24:37.635
Должен ли я выбрать бета-версию angularjs или angular 2?	"{""label"":""Object1""\,""offset"":32\,""length"":9\,""segment"":""angularjs""},{""label"":""Object2""\,""offset"":46\,""length"":9\,""segment"":""angular 2""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0459799dd1994bc3e26	000016521d--63eca4190dee0e72fb99bc0e	000016521d--63f4f0459799dd1994bc3e26	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:24:37.635
Что появилось первым tcp ip или osi?	"{""label"":""Object1""\,""offset"":21\,""length"":6\,""segment"":""tcp ip""},{""label"":""Object2""\,""offset"":32\,""length"":3\,""segment"":""osi""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0459799dd1994bc3e26	000016521d--63eca4300dee0e72fb99bd0e	000016521d--63f4f0459799dd1994bc3e26	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:24:37.635
Что лучше для простого советника по сравнению с советником-экспертом и исследовательским опытом?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":95\,""segment"":""Что лучше для простого советника по сравнению с советником-экспертом и исследовательским опытом""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0459799dd1994bc3e26	000016521d--63eca4000dee0e72fb99bb4c	000016521d--63f4f0459799dd1994bc3e26	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:24:37.635
Каковы плюсы и минусы резиновой мульчи по сравнению с древесной?	"{""label"":""Object1""\,""offset"":22\,""length"":9\,""segment"":""резиновой""},{""label"":""CommonObj""\,""offset"":32\,""length"":6\,""segment"":""мульчи""},{""label"":""Object2""\,""offset"":54\,""length"":9\,""segment"":""древесной""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0459799dd1994bc3e26	000016521d--63eca42c0dee0e72fb99bcf0	000016521d--63f4f0459799dd1994bc3e26	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:24:37.635
Почему люди придают большее значение аватарам Кришны и рамы по сравнению с господом Вишну, хотя Кришна и Рама - всего лишь аватары, а Вишну - высшее?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":148\,""segment"":""Почему люди придают большее значение аватарам Кришны и рамы по сравнению с господом Вишну\, хотя Кришна и Рама - всего лишь аватары\, а Вишну - высшее""}"	"{""label"":""Skip (grammar)""\,""offset"":0\,""length"":148\,""segment"":""Почему люди придают большее значение аватарам Кришны и рамы по сравнению с господом Вишну\, хотя Кришна и Рама - всего лишь аватары\, а Вишну - высшее""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0459799dd1994bc3e26	000016521d--63eca4400dee0e72fb99bd83	000016521d--63f4f0459799dd1994bc3e26	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:24:37.635
Стоит ли купить Xbox или PlayStation?	"{""label"":""Object1""\,""offset"":16\,""length"":4\,""segment"":""Xbox""},{""label"":""Object2""\,""offset"":25\,""length"":11\,""segment"":""PlayStation""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0459799dd1994bc3e26	000016521d--63eca3de0dee0e72fb99ba02	000016521d--63f4f0459799dd1994bc3e26	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:24:37.635
Что правильно ph d advisor или ph d advisor?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":43\,""segment"":""Что правильно ph d advisor или ph d advisor""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0459799dd1994bc3e26	000016521d--63eca3fc0dee0e72fb99bb24	000016521d--63f4f0459799dd1994bc3e26	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:24:37.635
										
Что было сделано первым Диснейлендом или миром Диснея?	"{""label"":""Skip (grammar)""\,""offset"":0\,""length"":53\,""segment"":""Что было сделано первым Диснейлендом или миром Диснея""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0a79799dd1994bc3e79	000016521d--63eca42c0dee0e72fb99bce9	000016521d--63f4f0a79799dd1994bc3e79	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:26:15.819
Что лучше, Гриффины или Симпсоны?	"{""label"":""Object1""\,""offset"":11\,""length"":8\,""segment"":""Гриффины""},{""label"":""Object2""\,""offset"":24\,""length"":8\,""segment"":""Симпсоны""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0a79799dd1994bc3e79	000016521d--63eca3d70dee0e72fb99b9ca	000016521d--63f4f0a79799dd1994bc3e79	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:26:15.819
Что лучше для зачатия - ЭКО или перевязка маточных труб?	"{""label"":""Aspect""\,""offset"":14\,""length"":7\,""segment"":""зачатия""},{""label"":""Object1""\,""offset"":24\,""length"":3\,""segment"":""ЭКО""},{""label"":""Object2""\,""offset"":32\,""length"":23\,""segment"":""перевязка маточных труб""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0a79799dd1994bc3e79	000016521d--63eca4250dee0e72fb99bc93	000016521d--63f4f0a79799dd1994bc3e79	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:26:15.819
"Приобрел или потерял популярность ""Доктор Кто"" среди новых зрителей во время ""Последнего доктора против старых""?"	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":110\,""segment"":""Приобрел или потерял популярность \\""Доктор Кто\\"" среди новых зрителей во время \\""Последнего доктора против старых""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0a79799dd1994bc3e79	000016521d--63eca3f50dee0e72fb99badd	000016521d--63f4f0a79799dd1994bc3e79	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:26:15.819
Должен ли я присоединиться к tcs или qainfotech?	"{""label"":""Object1""\,""offset"":29\,""length"":3\,""segment"":""tcs""},{""label"":""Object2""\,""offset"":37\,""length"":10\,""segment"":""qainfotech""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0a79799dd1994bc3e79	000016521d--63eca3e00dee0e72fb99ba18	000016521d--63f4f0a79799dd1994bc3e79	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:26:15.819
Стать богатым человеком в нашей жизни и перейти на хороший путь - это лучшая работа или бизнес лучше?	"{""label"":""Object1""\,""offset"":0\,""length"":23\,""segment"":""Стать богатым человеком""},{""label"":""Object1""\,""offset"":40\,""length"":23\,""segment"":""перейти на хороший путь""},{""label"":""Aspect""\,""offset"":77\,""length"":6\,""segment"":""работа""},{""label"":""Object2""\,""offset"":88\,""length"":6\,""segment"":""бизнес""}"	"{""label"":""Object1""\,""offset"":0\,""length"":63\,""segment"":""Стать богатым человеком в нашей жизни и перейти на хороший путь""},{""label"":""Aspect""\,""offset"":77\,""length"":6\,""segment"":""работа""},{""label"":""Object2""\,""offset"":88\,""length"":6\,""segment"":""бизнес""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0a79799dd1994bc3e79	000016521d--63eca4420dee0e72fb99bd91	000016521d--63f4f0a79799dd1994bc3e79	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:26:15.819
Когда бинарные деревья лучше хэш-таблиц в реальных приложениях?	"{""label"":""Object1""\,""offset"":6\,""length"":16\,""segment"":""бинарные деревья""},{""label"":""Object2""\,""offset"":29\,""length"":10\,""segment"":""хэш-таблиц""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0a79799dd1994bc3e79	000016521d--63eca4060dee0e72fb99bb7a	000016521d--63f4f0a79799dd1994bc3e79	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:26:15.819
"Кто больше выиграл эль класико - ""Реал Мадрид"" или ""Барселона""?"	"{""label"":""Aspect""\,""offset"":11\,""length"":19\,""segment"":""выиграл эль класико""},{""label"":""Object1""\,""offset"":34\,""length"":11\,""segment"":""Реал Мадрид""},{""label"":""Object2""\,""offset"":52\,""length"":9\,""segment"":""Барселона""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0a79799dd1994bc3e79	000016521d--63eca4050dee0e72fb99bb6e	000016521d--63f4f0a79799dd1994bc3e79	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:26:15.819
Какой индийский штат граничит с наибольшим числом штатов или союзных территорий?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":79\,""segment"":""Какой индийский штат граничит с наибольшим числом штатов или союзных территорий""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0a79799dd1994bc3e79	000016521d--63eca3fb0dee0e72fb99bb16	000016521d--63f4f0a79799dd1994bc3e79	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:26:15.819
У кого лучшее подключение к Интернету для Windows vista windows 7 или Windows vista ubuntu?	"{""label"":""Aspect""\,""offset"":14\,""length"":23\,""segment"":""подключение к Интернету""},{""label"":""Object1""\,""offset"":50\,""length"":15\,""segment"":""vista windows 7""},{""label"":""Object2""\,""offset"":70\,""length"":20\,""segment"":""Windows vista ubuntu""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f0a79799dd1994bc3e79	000016521d--63eca4100dee0e72fb99bbca	000016521d--63f4f0a79799dd1994bc3e79	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:26:15.819
										
Каков наилучший способ запомнить то, что вы изучаете, или запомнить прочитанное?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":79\,""segment"":""Каков наилучший способ запомнить то\, что вы изучаете\, или запомнить прочитанное""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f114306c8e629d64dfe1	000016521d--63eca40b0dee0e72fb99bb9e	000016521d--63f4f114306c8e629d64dfe1	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:28:04.538
Что необычного или непохожего на другие в еде и кулинарии Аргентины?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":67\,""segment"":""Что необычного или непохожего на другие в еде и кулинарии Аргентины""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f114306c8e629d64dfe1	000016521d--63eca3fe0dee0e72fb99bb36	000016521d--63f4f114306c8e629d64dfe1	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:28:04.538
Из существующих в настоящее время диет какая диета дает наилучший результат для похудения?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":89\,""segment"":""Из существующих в настоящее время диет какая диета дает наилучший результат для похудения""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63f4f114306c8e629d64dfe1	000016521d--63eca3e80dee0e72fb99ba59	000016521d--63f4f114306c8e629d64dfe1	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-21T16:28:04.538
